0.249  1.95  0.28  1. 
0.249  1.95  0.28  10. 
0.249  1.95  0.28  20. 
0.249  1.95  0.28  30. 
0.249  1.95  0.28  40. 
0.249  1.95  0.28  50. 
0.249  1.95  0.28  60. 
0.249  1.95  0.28  70. 
0.249  1.95  0.28  80. 
0.249  1.95  0.28  90. 
0.249  1.95  0.28  100. 
0.249  1.95  0.28  110. 
0.249  1.95  0.28  120. 
0.249  1.95  0.28  130. 
0.249  1.95  0.28  140. 
0.249  1.95  0.28  150. 
0.249  1.95  0.28  160. 
0.249  1.95  0.28  170. 
0.249  1.95  0.28  180. 
0.249  1.95  0.28  190. 
0.249  1.95  0.28  200. 
0.249  1.95  0.28  210. 
0.249  1.95  0.28  220. 
0.249  1.95  0.28  230. 
0.249  1.95  0.28  240. 
0.249  1.95  0.28  250. 
0.249  1.95  0.28  260. 
0.249  1.95  0.28  270. 
0.249  1.95  0.28  280. 
0.249  1.95  0.28  290. 
0.249  1.95  0.28  300. 
0.249  1.95  0.28  310. 
0.249  1.95  0.28  320. 
0.249  1.95  0.28  330. 
0.249  1.95  0.28  340. 
0.249  1.95  0.28  350. 
0.249  1.95  0.28  359. 
0.249  1.95  0.49  1. 
0.249  1.95  0.49  10. 
0.249  1.95  0.49  20. 
0.249  1.95  0.49  30. 
0.249  1.95  0.49  40. 
0.249  1.95  0.49  50. 
0.249  1.95  0.49  60. 
0.249  1.95  0.49  70. 
0.249  1.95  0.49  80. 
0.249  1.95  0.49  90. 
0.249  1.95  0.49  100. 
0.249  1.95  0.49  110. 
0.249  1.95  0.49  120. 
0.249  1.95  0.49  130. 
0.249  1.95  0.49  140. 
0.249  1.95  0.49  150. 
0.249  1.95  0.49  160. 
0.249  1.95  0.49  170. 
0.249  1.95  0.49  180. 
0.249  1.95  0.49  190. 
0.249  1.95  0.49  200. 
0.249  1.95  0.49  210. 
0.249  1.95  0.49  220. 
0.249  1.95  0.49  230. 
0.249  1.95  0.49  240. 
0.249  1.95  0.49  250. 
0.249  1.95  0.49  260. 
0.249  1.95  0.49  270. 
0.249  1.95  0.49  280. 
0.249  1.95  0.49  290. 
0.249  1.95  0.49  300. 
0.249  1.95  0.49  310. 
0.249  1.95  0.49  320. 
0.249  1.95  0.49  330. 
0.249  1.95  0.49  340. 
0.249  1.95  0.49  350. 
0.249  1.95  0.49  359. 
0.45  2.8  0.3  90. 
0.45  2.8  0.4  90. 
0.45  2.8  0.5  90. 
0.45  2.8  0.6  90. 
0.45  2.8  0.7  90. 
0.45  2.8  0.8  90. 
0.45  2.8  0.9  90. 
0.45  2.8  1.0  90. 
0.45  2.8  1.1  90. 
0.45  2.8  1.2  90. 
0.45  2.8  1.3  90. 
0.46  3.3  0.3  90. 
0.46  3.3  0.4  90. 
0.46  3.3  0.5  90. 
0.46  3.3  0.6  90. 
0.46  3.3  0.7  90. 
0.46  3.3  0.8  90. 
0.46  3.3  0.9  90. 
0.46  3.3  1.0  90. 
0.46  3.3  1.1  90. 
0.46  3.3  1.2  90. 
0.46  3.3  1.3  90. 
0.46  3.7  0.4  90. 
0.46  3.7  0.5  90. 
0.46  3.7  0.6  90. 
0.46  3.7  0.7  90. 
0.46  3.7  0.8  90. 
0.46  3.7  0.9  90. 
0.46  3.7  1.0  90. 
0.46  3.7  1.1  90. 
0.46  3.7  1.2  90. 
0.46  3.7  1.3  90. 
0.35  2.3  0.3  90. 
0.35  2.3  0.4  90. 
0.35  2.3  0.5  90. 
0.35  2.3  0.6  90. 
0.35  2.3  0.7  90. 
0.35  2.3  0.8  90. 
0.35  2.3  0.9  90. 
0.35  2.3  1.0  90. 
0.35  2.3  1.1  90. 
0.35  2.3  1.2  90. 
0.35  2.3  1.3  90. 
0.36  2.7  0.3  90. 
0.36  2.7  0.4  90. 
0.36  2.7  0.5  90. 
0.36  2.7  0.6  90. 
0.36  2.7  0.7  90. 
0.36  2.7  0.8  90. 
0.36  2.7  0.9  90. 
0.36  2.7  1.0  90. 
0.36  2.7  1.1  90. 
0.36  2.7  1.2  90. 
0.36  2.7  1.3  90. 
0.36  3.0  0.3  90. 
0.36  3.0  0.4  90. 
0.36  3.0  0.5  90. 
0.36  3.0  0.6  90. 
0.36  3.0  0.7  90. 
0.36  3.0  0.8  90. 
0.36  3.0  0.9  90. 
0.36  3.0  1.0  90. 
0.36  3.0  1.1  90. 
0.36  3.0  1.2  90. 
0.36  3.0  1.3  90. 
0.25  1.7  0.2  90. 
0.25  1.7  0.3  90. 
0.25  1.7  0.4  90. 
0.25  1.7  0.5  90. 
0.25  1.7  0.6  90. 
0.25  1.7  0.7  90. 
0.25  1.7  0.8  90. 
0.25  1.7  0.9  90. 
0.25  1.7  1.0  90. 
0.25  1.7  1.1  90. 
0.25  1.7  1.2  90. 
0.25  1.7  1.3  90. 
0.25  1.9  0.2  90. 
0.25  1.9  0.3  90. 
0.25  1.9  0.4  90. 
0.25  1.9  0.5  90. 
0.25  1.9  0.6  90. 
0.25  1.9  0.7  90. 
0.25  1.9  0.8  90. 
0.25  1.9  0.9  90. 
0.25  1.9  1.0  90. 
0.25  1.9  1.1  90. 
0.25  1.9  1.2  90. 
0.25  1.9  1.3  90. 
0.25  2.2  0.2  90. 
0.25  2.2  0.3  90. 
0.25  2.2  0.4  90. 
0.25  2.2  0.5  90. 
0.25  2.2  0.6  90. 
0.25  2.2  0.7  90. 
0.25  2.2  0.8  90. 
0.25  2.2  0.9  90. 
0.25  2.2  1.0  90. 
0.25  2.2  1.1  90. 
0.25  2.2  1.2  90. 
0.25  2.2  1.3  90. 
0.13  1.2  0.2  90. 
0.13  1.2  0.3  90. 
0.13  1.2  0.4  90. 
0.13  1.2  0.5  90. 
0.13  1.2  0.6  90. 
0.13  1.2  0.7  90. 
0.13  1.2  0.8  90. 
0.13  1.2  0.9  90. 
0.13  1.2  1.0  90. 
0.13  1.2  1.1  90. 
0.13  1.2  1.2  90. 
0.13  1.2  1.3  90. 
0.17  1.4  0.2  90. 
0.17  1.4  0.3  90. 
0.17  1.4  0.4  90. 
0.17  1.4  0.5  90. 
0.17  1.4  0.6  90. 
0.17  1.4  0.7  90. 
0.17  1.4  0.8  90. 
0.17  1.4  0.9  90. 
0.17  1.4  1.0  90. 
0.17  1.4  1.1  90. 
0.17  1.4  1.2  90. 
0.17  1.4  1.3  90. 
0.18  1.6  0.2  90. 
0.18  1.6  0.3  90. 
0.18  1.6  0.4  90. 
0.18  1.6  0.5  90. 
0.18  1.6  0.6  90. 
0.18  1.6  0.7  90. 
0.18  1.6  0.8  90. 
0.18  1.6  0.9  90. 
0.18  1.6  1.0  90. 
0.18  1.6  1.1  90. 
0.18  1.6  1.2  90.
0.18  1.6  1.3  90.
