   0.249   1.950  -0.280   0.000         5.860     -7.199
   0.249   1.950  -0.280   0.175         5.872     -7.151
   0.249   1.950  -0.280   0.349         5.906     -7.007
   0.249   1.950  -0.280   0.524         5.962     -6.763
   0.249   1.950  -0.280   0.698         6.034     -6.415
   0.249   1.950  -0.280   0.873         6.118     -5.956
   0.249   1.950  -0.280   1.047         6.202     -5.373
   0.249   1.950  -0.280   1.222         6.272     -4.649
   0.249   1.950  -0.280   1.396         6.302     -3.752
   0.249   1.950  -0.280   1.571         6.252     -2.629
   0.249   1.950  -0.280   1.745         6.062     -1.176
   0.249   1.950  -0.280   1.920         5.632      0.832
   0.249   1.950  -0.280   2.094         4.809      4.016
   0.249   1.950  -0.280   2.269         3.352     10.898
   0.249   1.950  -0.280   2.443         0.901     60.538
   0.249   1.950  -0.280   2.618        -3.000    -22.358
   0.249   1.950  -0.280   2.793        -8.572     -6.903
   0.249   1.950  -0.280   2.967       -14.656     -1.164
   0.249   1.950  -0.280   3.142       -17.581      0.945
   0.249   1.950  -0.280   3.316       -14.656     -1.164
   0.249   1.950  -0.280   3.491        -8.572     -6.903
   0.249   1.950  -0.280   3.665        -3.000    -22.358
   0.249   1.950  -0.280   3.840         0.901     60.538
   0.249   1.950  -0.280   4.014         3.352     10.898
   0.249   1.950  -0.280   4.189         4.809      4.016
   0.249   1.950  -0.280   4.363         5.632      0.832
   0.249   1.950  -0.280   4.538         6.062     -1.176
   0.249   1.950  -0.280   4.712         6.252     -2.629
   0.249   1.950  -0.280   4.887         6.302     -3.752
   0.249   1.950  -0.280   5.061         6.272     -4.649
   0.249   1.950  -0.280   5.236         6.202     -5.373
   0.249   1.950  -0.280   5.411         6.118     -5.956
   0.249   1.950  -0.280   5.585         6.034     -6.415
   0.249   1.950  -0.280   5.760         5.962     -6.763
   0.249   1.950  -0.280   5.934         5.906     -7.007
   0.249   1.950  -0.280   6.109         5.872     -7.151
   0.249   1.950  -0.280   6.283         5.860     -7.199
   0.249   1.950  -0.490   0.000         2.650     -8.033
   0.249   1.950  -0.490   0.175         2.661     -7.985
   0.249   1.950  -0.490   0.349         2.696     -7.840
   0.249   1.950  -0.490   0.524         2.754     -7.596
   0.249   1.950  -0.490   0.698         2.836     -7.250
   0.249   1.950  -0.490   0.873         2.945     -6.795
   0.249   1.950  -0.490   1.047         3.082     -6.223
   0.249   1.950  -0.490   1.222         3.249     -5.521
   0.249   1.950  -0.490   1.396         3.447     -4.670
   0.249   1.950  -0.490   1.571         3.676     -3.636
   0.249   1.950  -0.490   1.745         3.934     -2.366
   0.249   1.950  -0.490   1.920         4.216     -0.756
   0.249   1.950  -0.490   2.094         4.506      1.417
