   0.249   1.950  -0.280   0.017        28.464     -9.145
   0.249   1.950  -0.280   0.175        28.906     -9.113
   0.249   1.950  -0.280   0.349        30.280     -9.018
   0.249   1.950  -0.280   0.524        32.692     -8.859
   0.249   1.950  -0.280   0.698        36.342     -8.638
   0.249   1.950  -0.280   0.873        41.547     -8.358
   0.249   1.950  -0.280   1.047        48.787     -8.020
   0.249   1.950  -0.280   1.222        58.778     -7.628
   0.249   1.950  -0.280   1.396        72.590     -7.183
   0.249   1.950  -0.280   1.571        91.841     -6.690
   0.249   1.950  -0.280   1.745       119.011     -6.154
   0.249   1.950  -0.280   1.920       157.960     -5.583
   0.249   1.950  -0.280   2.094       214.778     -4.987
   0.249   1.950  -0.280   2.269       299.064     -4.384
   0.249   1.950  -0.280   2.443       425.342     -3.796
   0.249   1.950  -0.280   2.618       612.061     -3.255
   0.249   1.950  -0.280   2.793       867.515     -2.801
   0.249   1.950  -0.280   2.967      1140.212     -2.482
   0.249   1.950  -0.280   3.142      1270.092     -2.364
   0.249   1.950  -0.280   3.316      1140.212     -2.482
   0.249   1.950  -0.280   3.491       867.515     -2.801
   0.249   1.950  -0.280   3.665       612.061     -3.255
   0.249   1.950  -0.280   3.840       425.342     -3.796
   0.249   1.950  -0.280   4.014       299.064     -4.384
   0.249   1.950  -0.280   4.189       214.778     -4.987
   0.249   1.950  -0.280   4.363       157.960     -5.583
   0.249   1.950  -0.280   4.538       119.011     -6.154
   0.249   1.950  -0.280   4.712        91.841     -6.690
   0.249   1.950  -0.280   4.887        72.590     -7.183
   0.249   1.950  -0.280   5.061        58.778     -7.628
   0.249   1.950  -0.280   5.236        48.787     -8.020
   0.249   1.950  -0.280   5.411        41.547     -8.358
   0.249   1.950  -0.280   5.585        36.342     -8.638
   0.249   1.950  -0.280   5.760        32.692     -8.859
   0.249   1.950  -0.280   5.934        30.280     -9.018
   0.249   1.950  -0.280   6.109        28.906     -9.113
   0.249   1.950  -0.280   6.266        28.464     -9.145
   0.249   1.950  -0.490   0.017         6.711     -9.792
   0.249   1.950  -0.490   0.175         6.819     -9.757
   0.249   1.950  -0.490   0.349         7.158     -9.649
   0.249   1.950  -0.490   0.524         7.759     -9.469
   0.249   1.950  -0.490   0.698         8.684     -9.216
   0.249   1.950  -0.490   0.873        10.033     -8.889
   0.249   1.950  -0.490   1.047        11.962     -8.489
   0.249   1.950  -0.490   1.222        14.718     -8.013
   0.249   1.950  -0.490   1.396        18.693     -7.461
   0.249   1.950  -0.490   1.571        24.523     -6.832
   0.249   1.950  -0.490   1.745        33.284     -6.125
   0.249   1.950  -0.490   1.920        46.870     -5.340
   0.249   1.950  -0.490   2.094        68.826     -4.475
   0.249   1.950  -0.490   2.269       106.332     -3.530
   0.249   1.950  -0.490   2.443       175.583     -2.509
   0.249   1.950  -0.490   2.618       318.956     -1.413
   0.249   1.950  -0.490   2.793       671.265     -0.234
   0.249   1.950  -0.490   2.967      1729.911      0.933
   0.249   1.950  -0.490   3.142      3484.190      1.345
   0.249   1.950  -0.490   3.316      1729.911      0.933
   0.249   1.950  -0.490   3.491       671.265     -0.234
   0.249   1.950  -0.490   3.665       318.956     -1.413
   0.249   1.950  -0.490   3.840       175.583     -2.509
   0.249   1.950  -0.490   4.014       106.332     -3.530
   0.249   1.950  -0.490   4.189        68.826     -4.475
   0.249   1.950  -0.490   4.363        46.870     -5.340
   0.249   1.950  -0.490   4.538        33.284     -6.125
   0.249   1.950  -0.490   4.712        24.523     -6.832
   0.249   1.950  -0.490   4.887        18.693     -7.461
   0.249   1.950  -0.490   5.061        14.718     -8.013
   0.249   1.950  -0.490   5.236        11.962     -8.489
   0.249   1.950  -0.490   5.411        10.033     -8.889
   0.249   1.950  -0.490   5.585         8.684     -9.216
   0.249   1.950  -0.490   5.760         7.759     -9.469
   0.249   1.950  -0.490   5.934         7.158     -9.649
   0.249   1.950  -0.490   6.109         6.819     -9.757
   0.249   1.950  -0.490   6.266         6.711     -9.792
   0.450   2.800  -0.300   1.571        14.110    -18.201
   0.450   2.800  -0.400   1.571         7.557     -9.202
   0.450   2.800  -0.500   1.571         4.253     -9.555
   0.450   2.800  -0.600   1.571         2.505     -9.914
   0.450   2.800  -0.700   1.571         1.533    -10.280
   0.450   2.800  -0.800   1.571         0.970    -10.654
   0.450   2.800  -0.900   1.571         0.632    -11.034
   0.450   2.800  -1.000   1.571         0.422    -11.412
   0.450   2.800  -1.100   1.571         0.289    -11.794
   0.450   2.800  -1.200   1.571         0.202    -12.163
   0.450   2.800  -1.300   1.571         0.144    -12.509
   0.460   3.300  -0.300   1.571        14.852    -34.992
   0.460   3.300  -0.400   1.571         8.419     -8.770
   0.460   3.300  -0.500   1.571         4.950     -8.933
   0.460   3.300  -0.600   1.571         3.032     -9.092
   0.460   3.300  -0.700   1.571         1.927     -9.247
   0.460   3.300  -0.800   1.571         1.264     -9.395
   0.460   3.300  -0.900   1.571         0.853     -9.537
   0.460   3.300  -1.000   1.571         0.590     -9.667
   0.460   3.300  -1.100   1.571         0.417     -9.797
   0.460   3.300  -1.200   1.571         0.301     -9.914
   0.460   3.300  -1.300   1.571         0.221    -10.019
   0.460   3.700  -0.400   1.571        10.411     -8.055
   0.460   3.700  -0.500   1.571         6.235     -8.139
   0.460   3.700  -0.600   1.571         3.874     -8.226
   0.460   3.700  -0.700   1.571         2.493     -8.310
   0.460   3.700  -0.800   1.571         1.655     -8.390
   0.460   3.700  -0.900   1.571         1.130     -8.466
   0.460   3.700  -1.000   1.571         0.790     -8.532
   0.460   3.700  -1.100   1.571         0.564     -8.600
   0.460   3.700  -1.200   1.571         0.410     -8.661
   0.460   3.700  -1.300   1.571         0.304     -8.714
   0.350   2.300  -0.300   1.571        24.586     -8.890
   0.350   2.300  -0.400   1.571        13.074     -9.116
   0.350   2.300  -0.500   1.571         7.388     -9.364
   0.350   2.300  -0.600   1.571         4.395     -9.613
   0.350   2.300  -0.700   1.571         2.728     -9.856
   0.350   2.300  -0.800   1.571         1.755    -10.087
   0.350   2.300  -0.900   1.571         1.165    -10.305
   0.350   2.300  -1.000   1.571         0.794    -10.502
   0.350   2.300  -1.100   1.571         0.555    -10.689
   0.350   2.300  -1.200   1.571         0.396    -10.852
   0.350   2.300  -1.300   1.571         0.289    -10.989
   0.360   2.700  -0.300   1.571        27.696     -8.171
   0.360   2.700  -0.400   1.571        15.168     -8.245
   0.360   2.700  -0.500   1.571         8.770     -8.354
   0.360   2.700  -0.600   1.571         5.322     -8.472
   0.360   2.700  -0.700   1.571         3.365     -8.590
   0.360   2.700  -0.800   1.571         2.202     -8.704
   0.360   2.700  -0.900   1.571         1.485     -8.812
   0.360   2.700  -1.000   1.571         1.027     -8.910
   0.360   2.700  -1.100   1.571         0.727     -9.008
   0.360   2.700  -1.200   1.571         0.525     -9.097
   0.360   2.700  -1.300   1.571         0.386     -9.176
   0.360   3.000  -0.300   1.571        35.377     -7.273
   0.360   3.000  -0.400   1.571        19.479     -7.291
   0.360   3.000  -0.500   1.571        11.298     -7.355
   0.360   3.000  -0.600   1.571         6.875     -7.432
   0.360   3.000  -0.700   1.571         4.358     -7.514
   0.360   3.000  -0.800   1.571         2.861     -7.595
   0.360   3.000  -0.900   1.571         1.934     -7.673
