   0.249   1.950  -0.280   0.017        -6.624     -5.856
   0.249   1.950  -0.280   0.175        -6.642     -5.816
   0.249   1.950  -0.280   0.349        -6.695     -5.692
   0.249   1.950  -0.280   0.524        -6.778     -5.484
   0.249   1.950  -0.280   0.698        -6.884     -5.191
   0.249   1.950  -0.280   0.873        -6.998     -4.808
   0.249   1.950  -0.280   1.047        -7.098     -4.333
   0.249   1.950  -0.280   1.222        -7.150     -3.760
   0.249   1.950  -0.280   1.396        -7.097     -3.084
   0.249   1.950  -0.280   1.571        -6.855     -2.299
   0.249   1.950  -0.280   1.745        -6.290     -1.413
   0.249   1.950  -0.280   1.920        -5.191     -0.484
   0.249   1.950  -0.280   2.094        -3.225      0.010
   0.249   1.950  -0.280   2.269         0.129     72.853
   0.249   1.950  -0.280   2.443         5.649      8.829
   0.249   1.950  -0.280   2.618        14.323     11.408
   0.249   1.950  -0.280   2.793        26.627     15.693
   0.249   1.950  -0.280   2.967        40.013     20.307
   0.249   1.950  -0.280   3.142        46.438     22.475
   0.249   1.950  -0.280   3.316        40.013     20.307
   0.249   1.950  -0.280   3.491        26.627     15.693
   0.249   1.950  -0.280   3.665        14.323     11.408
   0.249   1.950  -0.280   3.840         5.649      8.829
   0.249   1.950  -0.280   4.014         0.129     72.853
   0.249   1.950  -0.280   4.189        -3.225      0.010
   0.249   1.950  -0.280   4.363        -5.191     -0.484
   0.249   1.950  -0.280   4.538        -6.290     -1.413
   0.249   1.950  -0.280   4.712        -6.855     -2.299
   0.249   1.950  -0.280   4.887        -7.097     -3.084
   0.249   1.950  -0.280   5.061        -7.150     -3.760
   0.249   1.950  -0.280   5.236        -7.098     -4.333
   0.249   1.950  -0.280   5.411        -6.998     -4.808
   0.249   1.950  -0.280   5.585        -6.884     -5.191
   0.249   1.950  -0.280   5.760        -6.778     -5.484
   0.249   1.950  -0.280   5.934        -6.695     -5.692
   0.249   1.950  -0.280   6.109        -6.642     -5.816
   0.249   1.950  -0.280   6.266        -6.624     -5.856
   0.249   1.950  -0.490   0.017        -2.131     -6.746
   0.249   1.950  -0.490   0.175        -2.144     -6.698
   0.249   1.950  -0.490   0.349        -2.182     -6.553
   0.249   1.950  -0.490   0.524        -2.247     -6.308
   0.249   1.950  -0.490   0.698        -2.338     -5.960
   0.249   1.950  -0.490   0.873        -2.456     -5.505
   0.249   1.950  -0.490   1.047        -2.601     -4.935
   0.249   1.950  -0.490   1.222        -2.773     -4.240
   0.249   1.950  -0.490   1.396        -2.966     -3.404
   0.249   1.950  -0.490   1.571        -3.175     -2.405
   0.249   1.950  -0.490   1.745        -3.381     -1.209
   0.249   1.950  -0.490   1.920        -3.551      0.241
   0.249   1.950  -0.490   2.094        -3.620      2.037
   0.249   1.950  -0.490   2.269        -3.457      4.294
   0.249   1.950  -0.490   2.443        -2.773      6.636
   0.249   1.950  -0.490   2.618        -0.842    -16.190
   0.249   1.950  -0.490   2.793         4.582     70.963
   0.249   1.950  -0.490   2.967        21.675    129.439
   0.249   1.950  -0.490   3.142        50.292    187.767
   0.249   1.950  -0.490   3.316        21.675    129.439
   0.249   1.950  -0.490   3.491         4.582     70.963
   0.249   1.950  -0.490   3.665        -0.842    -16.190
   0.249   1.950  -0.490   3.840        -2.773      6.636
   0.249   1.950  -0.490   4.014        -3.457      4.294
   0.249   1.950  -0.490   4.189        -3.620      2.037
   0.249   1.950  -0.490   4.363        -3.551      0.241
   0.249   1.950  -0.490   4.538        -3.381     -1.209
   0.249   1.950  -0.490   4.712        -3.175     -2.405
   0.249   1.950  -0.490   4.887        -2.966     -3.404
   0.249   1.950  -0.490   5.061        -2.773     -4.240
   0.249   1.950  -0.490   5.236        -2.601     -4.935
   0.249   1.950  -0.490   5.411        -2.456     -5.505
   0.249   1.950  -0.490   5.585        -2.338     -5.960
   0.249   1.950  -0.490   5.760        -2.247     -6.308
   0.249   1.950  -0.490   5.934        -2.182     -6.553
   0.249   1.950  -0.490   6.109        -2.144     -6.698
   0.249   1.950  -0.490   6.266        -2.131     -6.746
   0.450   2.800  -0.300   1.571         1.351    -15.208
   0.450   2.800  -0.400   1.571        -0.364    -22.788
   0.450   2.800  -0.500   1.571        -0.778    -10.196
   0.450   2.800  -0.600   1.571        -0.800     -8.382
   0.450   2.800  -0.700   1.571        -0.707     -7.693
   0.450   2.800  -0.800   1.571        -0.592     -7.356
   0.450   2.800  -0.900   1.571        -0.485     -7.172
   0.450   2.800  -1.000   1.571        -0.393     -7.066
   0.450   2.800  -1.100   1.571        -0.318     -7.016
   0.450   2.800  -1.200   1.571        -0.257     -6.995
   0.450   2.800  -1.300   1.571        -0.208     -6.993
   0.460   3.300  -0.300   1.571         1.282    -34.761
   0.460   3.300  -0.400   1.571        -0.113    -41.131
   0.460   3.300  -0.500   1.571        -0.480    -10.137
   0.460   3.300  -0.600   1.571        -0.530     -8.071
   0.460   3.300  -0.700   1.571        -0.482     -7.374
   0.460   3.300  -0.800   1.571        -0.410     -7.057
   0.460   3.300  -0.900   1.571        -0.339     -6.895
   0.460   3.300  -1.000   1.571        -0.277     -6.810
   0.460   3.300  -1.100   1.571        -0.226     -6.777
   0.460   3.300  -1.200   1.571        -0.184     -6.770
   0.460   3.300  -1.300   1.571        -0.151     -6.780
   0.460   3.700  -0.400   1.571        -0.121    -29.389
   0.460   3.700  -0.500   1.571        -0.415     -8.645
   0.460   3.700  -0.600   1.571        -0.447     -6.992
   0.460   3.700  -0.700   1.571        -0.402     -6.466
   0.460   3.700  -0.800   1.571        -0.339     -6.253
   0.460   3.700  -0.900   1.571        -0.279     -6.168
   0.460   3.700  -1.000   1.571        -0.227     -6.143
   0.460   3.700  -1.100   1.571        -0.185     -6.159
   0.460   3.700  -1.200   1.571        -0.150     -6.194
   0.460   3.700  -1.300   1.571        -0.122     -6.239
   0.350   2.300  -0.300   1.571        -2.553     -8.353
   0.350   2.300  -0.400   1.571        -2.600     -6.281
   0.350   2.300  -0.500   1.571        -2.132     -5.739
   0.350   2.300  -0.600   1.571        -1.653     -5.556
   0.350   2.300  -0.700   1.571        -1.262     -5.510
   0.350   2.300  -0.800   1.571        -0.961     -5.529
   0.350   2.300  -0.900   1.571        -0.735     -5.581
